Score,Class,TP,TP+FP,Precision-score,Average,
0.116,1,151,771,0.195849546,0.11038,0.08
0.116,0,151,772,0.1955958549,0.11012,0.06
0.116,0,151,773,0.1953428202,0.10984,0.06
0.116,0,151,774,0.1950904393,0.10956,0.06
0.116,0,151,775,0.1948387097,0.10928,0.06
0.116,0,151,776,0.1945876289,0.10898,0.06
0.116,0,151,777,0.1943371943,0.10868,0.06
0.115,0,151,778,0.1940874036,0.10838,0.06
0.115,0,151,779,0.1938382542,0.1081,0.06
0.115,0,151,780,0.1935897436,0.1078,0.06
0.115,0,151,781,0.1933418694,0.1075,0.06
0.115,0,151,782,0.1930946292,0.1072,0.06
0.114,0,151,783,0.1928480204,0.1069,0.06
0.114,0,151,784,0.1926020408,0.1066,0.06
0.114,0,151,785,0.1923566879,0.10628,0.06
0.113,0,151,786,0.1921119593,0.10596,0.06
0.113,0,151,787,0.1918678526,0.10566,0.06
0.112,0,151,788,0.1916243655,0.10536,0.06
0.112,0,151,789,0.1913814956,0.10508,0.06
0.112,0,151,790,0.1911392405,0.10478,0.06
0.112,0,151,791,0.190897598,0.10448,0.06
0.111,0,151,792,0.1906565657,0.10418,0.06
0.111,0,151,793,0.1904161412,0.1039,0.06
0.111,0,151,794,0.1901763224,0.10362,0.06
0.111,0,151,795,0.1899371069,0.10332,0.06
0.11,0,151,796,0.1896984925,0.10302,0.06
0.11,0,151,797,0.1894604768,0.10274,0.06
0.109,0,151,798,0.1892230576,0.10244,0.06
0.109,0,151,799,0.1889862328,0.10216,0.06
0.109,0,151,800,0.18875,0.10188,0.06
0.109,0,151,801,0.1885143571,0.1016,0.06
0.108,0,151,802,0.1882793017,0.10132,0.06
0.108,0,151,803,0.1880448319,0.10106,0.06
0.108,0,151,804,0.1878109453,0.1008,0.06
0.108,0,151,805,0.1875776398,0.10054,0.06
0.108,0,151,806,0.1873449132,0.10024,0.06
0.108,0,151,807,0.1871127633,0.09994,0.06
0.108,1,152,808,0.1881188119,0.09962,0.06
0.107,0,152,809,0.1878862794,0.0993,0.04
0.107,0,152,810,0.187654321,0.099,0.04
0.106,1,153,811,0.1886559803,0.09868,0.04
0.106,0,153,812,0.1884236453,0.09838,0.02
0.105,0,153,813,0.1881918819,0.09808,0.02
0.105,1,154,814,0.1891891892,0.0978,0.02
0.105,0,154,815,0.1889570552,0.09752,0
0.105,0,154,816,0.1887254902,0.09724,0
0.104,0,154,817,0.188494492,0.09694,0
0.104,0,154,818,0.1882640587,0.09666,0
0.103,0,154,819,0.188034188,0.09638,0
0.103,0,154,820,0.187804878,0.0961,0
0.103,0,154,821,0.1875761267,0.09582,0
0.102,0,154,822,0.1873479319,0.09552,0
0.102,0,154,823,0.1871202916,0.09524,0
0.102,0,154,824,0.1868932039,0.09496,0
0.101,0,154,825,0.1866666667,0.09468,0.02
0.101,0,154,826,0.186440678,0.09442,0.02
0.101,0,154,827,0.1862152358,0.09414,0.02
0.101,0,154,828,0.1859903382,0.09386,0.02
0.1,0,154,829,0.1857659831,0.09358,0.02
0.1,0,154,830,0.1855421687,0.09332,0.02
0.1,0,154,831,0.1853188929,0.09306,0.02
0.1,0,154,832,0.1850961538,0.0928,0.02
0.099,0,154,833,0.1848739496,0.09252,0.02
0.098,0,154,834,0.1846522782,0.09224,0.02
0.098,0,154,835,0.1844311377,0.09198,0.02
0.098,0,154,836,0.1842105263,0.09172,0.02
0.098,0,154,837,0.1839904421,0.09144,0.02
0.098,0,154,838,0.1837708831,0.09114,0.02
0.097,0,154,839,0.1835518474,0.09084,0.02
0.097,0,154,840,0.1833333333,0.09056,0.02
0.097,0,154,841,0.1831153389,0.09028,0.02
0.097,0,154,842,0.1828978622,0.08998,0.02
0.097,0,154,843,0.1826809015,0.08968,0.02
0.096,0,154,844,0.182464455,0.08938,0.02
0.096,0,154,845,0.1822485207,0.0891,0.02
0.096,0,154,846,0.1820330969,0.08882,0.02
0.095,0,154,847,0.1818181818,0.08854,0.02
0.095,0,154,848,0.1816037736,0.08826,0.02
0.095,0,154,849,0.1813898704,0.08798,0.02
0.095,0,154,850,0.1811764706,0.0877,0.02
0.095,0,154,851,0.1809635723,0.08742,0.02
0.095,0,154,852,0.1807511737,0.08712,0.02
0.095,0,154,853,0.1805392732,0.08682,0.02
0.095,0,154,854,0.1803278689,0.08652,0.04
0.093,0,154,855,0.1801169591,0.08622,0.04
0.093,0,154,856,0.1799065421,0.08596,0.04
0.092,0,154,857,0.1796966161,0.08568,0.04
0.092,0,154,858,0.1794871795,0.08542,0.04
0.092,0,154,859,0.1792782305,0.08516,0.04
0.091,0,154,860,0.1790697674,0.0849,0.04
0.091,0,154,861,0.1788617886,0.08464,0.04
0.091,0,154,862,0.1786542923,0.08438,0.04
0.091,0,154,863,0.1784472769,0.08412,0.04
0.091,0,154,864,0.1782407407,0.08386,0.06
0.091,0,154,865,0.1780346821,0.0836,0.06
0.09,0,154,866,0.1778290993,0.08332,0.06
0.09,0,154,867,0.1776239908,0.08306,0.06
0.09,0,154,868,0.1774193548,0.0828,0.06
0.089,0,154,869,0.1772151899,0.08254,0.06
0.089,0,154,870,0.1770114943,0.0823,0.06
0.088,0,154,871,0.1768082664,0.08206,0.06
0.088,0,154,872,0.1766055046,0.08182,0.06
0.088,0,154,873,0.1764032073,0.08158,0.06
0.088,1,155,874,0.1773455378,0.08132,0.06
0.088,0,155,875,0.1771428571,0.08106,0.04
0.087,0,155,876,0.1769406393,0.0808,0.04
0.087,0,155,877,0.1767388826,0.08056,0.04
0.087,0,155,878,0.1765375854,0.08032,0.04
0.087,0,155,879,0.1763367463,0.08008,0.04
0.087,0,155,880,0.1761363636,0.07984,0.06
0.087,0,155,881,0.1759364359,0.0796,0.06
0.086,0,155,882,0.1757369615,0.07934,0.06
0.085,0,155,883,0.1755379388,0.0791,0.06
0.085,0,155,884,0.1753393665,0.07888,0.06
0.085,0,155,885,0.1751412429,0.07866,0.06
0.084,0,155,886,0.1749435666,0.07842,0.06
0.083,0,155,887,0.174746336,0.0782,0.06
0.083,0,155,888,0.1745495495,0.078,0.06
0.083,0,155,889,0.1743532058,0.0778,0.06
0.083,0,155,890,0.1741573034,0.07758,0.06
0.082,0,155,891,0.1739618406,0.07736,0.06
0.082,0,155,892,0.1737668161,0.07716,0.06
0.082,0,155,893,0.1735722284,0.07694,0.06
0.082,0,155,894,0.1733780761,0.07672,0.06
0.082,0,155,895,0.1731843575,0.0765,0.06
0.082,0,155,896,0.1729910714,0.07628,0.06
0.081,0,155,897,0.1727982163,0.07606,0.06
0.081,0,155,898,0.1726057906,0.07584,0.06
0.081,0,155,899,0.1724137931,0.07562,0.06
0.081,0,155,900,0.1722222222,0.07538,0.06
0.08,0,155,901,0.1720310766,0.07514,0.06
0.08,0,155,902,0.1718403548,0.07492,0.06
0.08,1,156,903,0.1727574751,0.0747,0.06
0.08,0,156,904,0.1725663717,0.07448,0.04
0.08,0,156,905,0.1723756906,0.07424,0.04
0.079,0,156,906,0.1721854305,0.07398,0.04
0.079,0,156,907,0.1719955899,0.07374,0.04
0.079,0,156,908,0.1718061674,0.07348,0.04
0.079,0,156,909,0.1716171617,0.07322,0.04
0.078,0,156,910,0.1714285714,0.07294,0.04
0.078,0,156,911,0.1712403952,0.07268,0.04
0.078,0,156,912,0.1710526316,0.07242,0.04
0.078,1,157,913,0.1719605696,0.07214,0.04
0.078,0,157,914,0.1717724289,0.07186,0.02
0.077,0,157,915,0.1715846995,0.07158,0.02
0.077,0,157,916,0.1713973799,0.07132,0.02
0.077,0,157,917,0.1712104689,0.07106,0.02
0.077,0,157,918,0.1710239651,0.0708,0.02
0.077,0,157,919,0.1708378672,0.07052,0.02
0.077,0,157,920,0.1706521739,0.07022,0.02
0.076,0,157,921,0.1704668838,0.06992,0.02
0.076,0,157,922,0.1702819957,0.06964,0.02
0.075,0,157,923,0.1700975081,0.06934,0.02
0.075,0,157,924,0.1699134199,0.06906,0.02
0.075,0,157,925,0.1697297297,0.06878,0.02
0.075,0,157,926,0.1695464363,0.0685,0.02
0.075,0,157,927,0.1693635383,0.0682,0.02
0.075,0,157,928,0.1691810345,0.0679,0.02
0.075,1,158,929,0.1700753498,0.0676,0.02
0.075,0,158,930,0.1698924731,0.0673,0
0.074,0,158,931,0.1697099893,0.06698,0
0.074,0,158,932,0.169527897,0.06668,0
0.074,0,158,933,0.1693461951,0.06638,0
0.074,0,158,934,0.1691648822,0.06606,0
0.073,0,158,935,0.1689839572,0.06574,0
0.073,0,158,936,0.1688034188,0.06544,0
0.073,0,158,937,0.1686232657,0.06514,0
0.073,0,158,938,0.1684434968,0.06484,0.02
0.072,0,158,939,0.1682641108,0.06452,0.02
0.072,0,158,940,0.1680851064,0.06422,0.02
0.072,0,158,941,0.1679064825,0.06392,0.02
0.071,0,158,942,0.1677282378,0.0636,0.02
0.071,0,158,943,0.1675503712,0.0633,0.02
0.071,0,158,944,0.1673728814,0.063,0.02
0.071,0,158,945,0.1671957672,0.06268,0.02
0.071,0,158,946,0.1670190275,0.06234,0.02
0.07,0,158,947,0.166842661,0.062,0.02
0.07,0,158,948,0.1666666667,0.06168,0.02
0.069,0,158,949,0.1664910432,0.06136,0.02
0.069,0,158,950,0.1663157895,0.06106,0.02
0.069,0,158,951,0.1661409043,0.06076,0.02
0.069,0,158,952,0.1659663866,0.06046,0.02
0.069,0,158,953,0.165792235,0.06014,0.02
0.068,0,158,954,0.1656184486,0.05982,0.02
0.067,0,158,955,0.1654450262,0.05952,0.02
0.067,0,158,956,0.1652719665,0.05924,0.02
0.066,0,158,957,0.1650992685,0.05896,0.02
0.066,0,158,958,0.1649269311,0.05868,0.02
0.065,0,158,959,0.1647549531,0.0584,0.02
0.065,0,158,960,0.1645833333,0.05814,0.02
0.065,0,158,961,0.1644120708,0.05786,0.02
0.064,0,158,962,0.1642411642,0.05758,0.02
0.064,0,158,963,0.1640706127,0.05732,0.02
0.064,0,158,964,0.1639004149,0.05706,0.02
0.064,0,158,965,0.1637305699,0.05678,0.02
0.064,0,158,966,0.1635610766,0.0565,0.02
0.064,0,158,967,0.1633919338,0.05622,0.02
0.063,0,158,968,0.1632231405,0.05594,0.02
0.062,0,158,969,0.1630546956,0.05568,0.02
0.062,0,158,970,0.1628865979,0.05544,0.02
0.062,0,158,971,0.1627188465,0.05518,0.02
0.061,0,158,972,0.1625514403,0.05492,0.02
0.061,0,158,973,0.1623843782,0.05468,0.02
0.061,0,158,974,0.1622176591,0.05444,0.02
0.061,0,158,975,0.1620512821,0.0542,0.02
0.06,0,158,976,0.1618852459,0.05396,0.02
0.06,0,158,977,0.1617195496,0.05372,0.02
0.06,0,158,978,0.1615541922,0.05348,0.02
0.06,0,158,979,0.1613891726,0.05324,0.02
0.059,0,158,980,0.1612244898,0.05298,0.02
0.059,0,158,981,0.1610601427,0.05274,0.02
0.059,0,158,982,0.1608961303,0.0525,0.02
0.058,0,158,983,0.1607324517,0.05224,0.02
0.058,0,158,984,0.1605691057,0.052,0.02
0.058,0,158,985,0.1604060914,0.05176,0.02
0.058,0,158,986,0.1602434077,0.0515,0.02
0.058,1,159,987,0.1610942249,0.05124,0.02
0.057,0,159,988,0.1609311741,0.05098,0
0.057,0,159,989,0.160768453,0.05072,0
0.057,0,159,990,0.1606060606,0.05046,0
0.056,0,159,991,0.160443996,0.0502,0
0.056,0,159,992,0.1602822581,0.04996,0
0.056,0,159,993,0.1601208459,0.04972,0
0.055,0,159,994,0.1599597586,0.04946,0
0.054,0,159,995,0.159798995,0.04922,0
0.054,0,159,996,0.1596385542,0.049,0
0.054,0,159,997,0.1594784353,0.04876,0
0.054,0,159,998,0.1593186373,0.04852,0
0.054,0,159,999,0.1591591592,0.04828,0
0.054,0,159,1000,0.159,0.04804,0
0.054,0,159,1001,0.1588411588,0.0478,0
0.053,0,159,1002,0.1586826347,0.04756,0
0.053,0,159,1003,0.1585244267,0.04734,0
0.053,0,159,1004,0.1583665339,0.0471,0
0.053,0,159,1005,0.1582089552,0.04686,0
0.053,0,159,1006,0.1580516899,0.04662,0
0.052,0,159,1007,0.1578947368,0.04636,0
0.052,0,159,1008,0.1577380952,0.04612,0
0.052,0,159,1009,0.1575817641,0.04588,0
0.051,0,159,1010,0.1574257426,0.04562,0
0.051,0,159,1011,0.1572700297,0.04538,0
0.051,0,159,1012,0.1571146245,0.04512,0
0.051,0,159,1013,0.1569595262,0.04486,0
0.05,0,159,1014,0.1568047337,0.0446,0
0.05,0,159,1015,0.1566502463,0.04434,0
0.05,0,159,1016,0.156496063,0.04408,0
0.05,0,159,1017,0.1563421829,0.04382,0
0.05,0,159,1018,0.1561886051,0.04356,0
0.05,0,159,1019,0.1560353288,0.04328,0
0.049,0,159,1020,0.1558823529,0.043,0
0.049,0,159,1021,0.1557296768,0.04274,0
0.049,0,159,1022,0.1555772994,0.04248,0
0.049,0,159,1023,0.1554252199,0.04222,0
0.049,0,159,1024,0.1552734375,0.04196,0
0.049,0,159,1025,0.1551219512,0.04168,0
0.048,0,159,1026,0.1549707602,0.0414,0
0.048,0,159,1027,0.1548198637,0.04114,0
0.048,0,159,1028,0.1546692607,0.04088,0
0.047,0,159,1029,0.1545189504,0.04062,0
0.047,0,159,1030,0.154368932,0.04036,0
0.047,0,159,1031,0.1542192047,0.0401,0
0.046,0,159,1032,0.1540697674,0.03984,0
0.046,0,159,1033,0.1539206196,0.03958,0
0.046,0,159,1034,0.1537717602,0.03932,0
0.045,0,159,1035,0.1536231884,0.03904,0
0.045,0,159,1036,0.1534749035,0.03878,0
0.045,0,159,1037,0.1533269045,0.0385,0
0.044,0,159,1038,0.1531791908,0.0382,0
0.044,0,159,1039,0.1530317613,0.03792,0
0.044,0,159,1040,0.1528846154,0.03764,0
0.044,0,159,1041,0.1527377522,0.03736,0
0.044,0,159,1042,0.1525911708,0.03706,0
0.043,0,159,1043,0.1524448706,0.03676,0
0.043,0,159,1044,0.1522988506,0.03648,0
0.043,0,159,1045,0.15215311,0.03618,0
0.042,0,159,1046,0.1520076482,0.03588,0
0.042,0,159,1047,0.1518624642,0.0356,0
0.042,0,159,1048,0.1517175573,0.03532,0
0.042,0,159,1049,0.1515729266,0.03504,0
0.042,0,159,1050,0.1514285714,0.03474,0
0.042,0,159,1051,0.151284491,0.03444,0
0.042,0,159,1052,0.1511406844,0.03414,0
0.041,0,159,1053,0.150997151,0.03382,0
0.041,0,159,1054,0.1508538899,0.03352,0
0.041,0,159,1055,0.1507109005,0.03322,0
0.04,0,159,1056,0.1505681818,0.03292,0
0.04,0,159,1057,0.1504257332,0.03264,0
0.04,0,159,1058,0.1502835539,0.03234,0
0.039,0,159,1059,0.1501416431,0.03204,0
0.039,0,159,1060,0.15,0.03176,0
0.038,0,159,1061,0.1498586239,0.03148,0
0.038,0,159,1062,0.1497175141,0.03122,0
0.038,0,159,1063,0.1495766698,0.03096,0
0.037,0,159,1064,0.1494360902,0.0307,0
0.037,0,159,1065,0.1492957746,0.03046,0
0.037,0,159,1066,0.1491557223,0.0302,0
0.037,0,159,1067,0.1490159325,0.02994,0
0.036,0,159,1068,0.1488764045,0.02968,0
0.036,0,159,1069,0.1487371375,0.02944,0
0.036,0,159,1070,0.1485981308,0.0292,0
0.036,0,159,1071,0.1484593838,0.02896,0
0.036,0,159,1072,0.1483208955,0.0287,0
0.036,0,159,1073,0.1481826654,0.02842,0
0.035,0,159,1074,0.1480446927,0.02814,0
0.035,0,159,1075,0.1479069767,0.02788,0
0.035,0,159,1076,0.1477695167,0.02762,0
0.035,0,159,1077,0.147632312,0.02736,0
0.035,0,159,1078,0.1474953618,0.02708,0
0.034,0,159,1079,0.1473586654,0.0268,0
0.034,0,159,1080,0.1472222222,0.02654,0
0.034,0,159,1081,0.1470860315,0.02628,0
0.033,0,159,1082,0.1469500924,0.02602,0
0.033,0,159,1083,0.1468144044,0.02578,0
0.032,0,159,1084,0.1466789668,0.02554,0
0.032,0,159,1085,0.1465437788,0.02532,0
0.031,0,159,1086,0.1464088398,0.0251,0
0.03,0,159,1087,0.146274149,0.0249,0
0.03,0,159,1088,0.1461397059,0.02472,0
0.03,0,159,1089,0.1460055096,0.02454,0
0.03,0,159,1090,0.1458715596,0.02434,0
0.029,0,159,1091,0.1457378552,0.02414,0
0.029,0,159,1092,0.1456043956,0.02396,0
0.029,0,159,1093,0.1454711802,0.02378,0
0.028,0,159,1094,0.1453382084,0.0236,0
0.028,0,159,1095,0.1452054795,0.02344,0
0.028,0,159,1096,0.1450729927,0.02328,0
0.028,0,159,1097,0.1449407475,0.02312,0
0.028,0,159,1098,0.1448087432,0.02296,0
0.027,0,159,1099,0.1446769791,0.02278,0
0.027,0,159,1100,0.1445454545,0.02262,0
0.027,0,159,1101,0.1444141689,0.02246,0
0.026,0,159,1102,0.1442831216,0.0223,0
0.026,0,159,1103,0.1441523119,0.02216,0
0.026,0,159,1104,0.1440217391,0.022,0
0.026,0,159,1105,0.1438914027,0.02184,0
0.026,0,159,1106,0.143761302,0.02168,0
0.025,0,159,1107,0.1436314363,0.02152,0
0.025,0,159,1108,0.1435018051,0.02136,0
0.025,0,159,1109,0.1433724076,0.0212,0
0.025,0,159,1110,0.1432432432,0.02104,0
0.025,0,159,1111,0.1431143114,0.02088,0
0.025,0,159,1112,0.1429856115,0.02072,0
0.025,0,159,1113,0.1428571429,0.02056,0
0.025,0,159,1114,0.1427289048,0.0204,0
0.024,0,159,1115,0.1426008969,0.02024,0
0.024,0,159,1116,0.1424731183,0.0201,0
0.024,0,159,1117,0.1423455685,0.01994,0
0.024,0,159,1118,0.1422182469,0.01978,0
0.024,0,159,1119,0.1420911528,0.01962,0
0.024,0,159,1120,0.1419642857,0.01946,0
0.023,0,159,1121,0.141837645,0.01928,0
0.022,0,159,1122,0.1417112299,0.01912,0
0.022,0,159,1123,0.1415850401,0.01898,0
0.022,0,159,1124,0.1414590747,0.01884,0
0.022,0,159,1125,0.1413333333,0.0187,0
0.022,0,159,1126,0.1412078153,0.01856,0
0.021,0,159,1127,0.14108252,0.01842,0
0.021,0,159,1128,0.1409574468,0.0183,0
0.021,0,159,1129,0.1408325952,0.01818,0
0.021,0,159,1130,0.1407079646,0.01804,0
0.021,0,159,1131,0.1405835544,0.0179,0
0.021,0,159,1132,0.140459364,0.01776,0
0.021,0,159,1133,0.1403353928,0.01762,0
0.021,0,159,1134,0.1402116402,0.01748,0
0.021,0,159,1135,0.1400881057,0.01732,0
0.021,0,159,1136,0.1399647887,0.01716,0
0.021,0,159,1137,0.1398416887,0.017,0
0.021,0,159,1138,0.1397188049,0.01684,0
0.02,0,159,1139,0.139596137,0.01668,0
0.02,0,159,1140,0.1394736842,0.01652,0
0.02,0,159,1141,0.1393514461,0.01636,0
0.02,0,159,1142,0.1392294221,0.0162,0
0.02,0,159,1143,0.1391076115,0.01604,0
0.02,0,159,1144,0.138986014,0.01588,0
0.02,0,159,1145,0.1388646288,0.01572,0
0.02,0,159,1146,0.1387434555,0.01556,0
0.02,0,159,1147,0.1386224935,0.0154,0
0.019,0,159,1148,0.1385017422,0.01522,0
0.019,0,159,1149,0.138381201,0.01506,0
0.019,0,159,1150,0.1382608696,0.0149,0
0.019,0,159,1151,0.1381407472,0.01474,0
0.019,0,159,1152,0.1380208333,0.01458,0
0.018,0,159,1153,0.1379011275,0.01442,0
0.018,0,159,1154,0.1377816291,0.01426,0
0.018,0,159,1155,0.1376623377,0.0141,0
0.018,0,159,1156,0.1375432526,0.01394,0
0.017,0,159,1157,0.1374243734,0.01376,0
0.017,0,159,1158,0.1373056995,0.0136,0
0.017,0,159,1159,0.1371872304,0.01342,0
0.017,0,159,1160,0.1370689655,0.01324,0
0.017,0,159,1161,0.1369509044,0.01304,0
0.017,0,159,1162,0.1368330465,0.01284,0
0.017,0,159,1163,0.1367153912,0.01262,0
0.017,0,159,1164,0.1365979381,0.0124,0
0.017,0,159,1165,0.1364806867,0.01218,0
0.016,0,159,1166,0.1363636364,0.01192,0
0.016,0,159,1167,0.1362467866,0.0118367347,0
0.016,0,159,1168,0.136130137,0.01175,0
0.016,0,159,1169,0.1360136869,0.0116595745,0
0.015,0,159,1170,0.1358974359,0.0115652174,0
0.015,0,159,1171,0.1357813834,0.0114888889,0
0.015,0,159,1172,0.135665529,0.0114090909,0
0.015,0,159,1173,0.1355498721,0.0113255814,0
0.015,0,159,1174,0.1354344123,0.0112380952,0
0.015,0,159,1175,0.1353191489,0.0111463415,0
0.015,0,159,1176,0.1352040816,0.01105,0
0.015,0,159,1177,0.1350892099,0.0109487179,0
0.015,0,159,1178,0.1349745331,0.0108421053,0
0.014,0,159,1179,0.1348600509,0.0107297297,0
0.014,0,159,1180,0.1347457627,0.0106388889,0
0.014,0,159,1181,0.1346316681,0.0105428571,0
0.014,0,159,1182,0.1345177665,0.0104411765,0
0.014,0,159,1183,0.1344040575,0.0103333333,0
0.013,0,159,1184,0.1342905405,0.01021875,0
0.013,0,159,1185,0.1341772152,0.0101290323,0
0.013,0,159,1186,0.1340640809,0.0100333333,0
0.013,0,159,1187,0.1339511373,0.0099310345,0
0.013,0,159,1188,0.1338383838,0.0098214286,0
0.012,0,159,1189,0.13372582,0.0097037037,0
0.012,0,159,1190,0.1336134454,0.0096153846,0
0.012,0,159,1191,0.1335012594,0.00952,0
0.012,0,159,1192,0.1333892617,0.0094166667,0
0.012,0,159,1193,0.1332774518,0.0093043478,0
0.012,0,159,1194,0.1331658291,0.0091818182,0
0.012,0,159,1195,0.1330543933,0.009047619,0
0.012,0,159,1196,0.1329431438,0.0089,0
0.011,0,159,1197,0.1328320802,0.0087368421,0
0.011,0,159,1198,0.132721202,0.0086111111,0
0.011,0,159,1199,0.1326105088,0.0084705882,0
0.011,0,159,1200,0.1325,0.0083125,0
0.011,0,159,1201,0.1323896753,0.0081333333,0
0.011,0,159,1202,0.1322795341,0.0079285714,0
0.01,0,159,1203,0.1321695761,0.0076923077,0
0.01,0,159,1204,0.1320598007,0.0075,0
0.01,0,159,1205,0.1319502075,0.0072727273,0
0.009,0,159,1206,0.131840796,0.007,0
0.009,0,159,1207,0.1317315659,0.0067777778,0
0.008,0,159,1208,0.1316225166,0.0065,0
0.008,0,159,1209,0.1315136476,0.0062857143,0
0.007,0,159,1210,0.1314049587,0.006,0
0.007,0,159,1211,0.1312964492,0.0058,0
0.006,0,159,1212,0.1311881188,0.0055,0
0.006,0,159,1213,0.131079967,0.0053333333,0
0.006,0,159,1214,0.1309719934,0.005,0
0.004,0,159,1215,0.1308641975,0.004,0
